id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,subset_category,image_path
50145,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Rocia Women Black Flats,Heels,data/subset/Heels/50145.jpg
9333,Women,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,Puma Women Edition White Tops,Tops,data/subset/Tops/9333.jpg
26559,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Lee Cooper Men Black Shoes,Casual Shoes,data/subset/Casual Shoes/26559.jpg
9658,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Casual,Indigo Nation Men Reversible Bling Maroon Shirt,Shirts,data/subset/Shirts/9658.jpg
21526,Women,Accessories,Bags,Handbags,Red,Winter,2015.0,Casual,Kiara Women Glossy Red Handbag,Handbags,data/subset/Handbags/21526.jpg
35660,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,U.S. Polo Assn. Men Black Shoes,Casual Shoes,data/subset/Casual Shoes/35660.jpg
44560,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Coolers Men Black Sandals,Sandals,data/subset/Sandals/44560.jpg
23240,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Aneri Women Ashna Blue Kurta,Kurtas,data/subset/Kurtas/23240.jpg
24380,Women,Apparel,Topwear,Kurtas,Purple,Fall,2011.0,Ethnic,Folklore Women Purple Printed Kurta,Kurtas,data/subset/Kurtas/24380.jpg
11933,Women,Footwear,Shoes,Sports Shoes,Grey,Fall,2011.0,Sports,Skechers Women Sports Grey Sports Shoes,Sports Shoes,data/subset/Sports Shoes/11933.jpg
11179,Men,Accessories,Watches,Watches,Brown,Winter,2016.0,Casual,Carrera Men Leather strap dial and golden frame Brown Watches,Watches,data/subset/Watches/11179.jpg
46102,Men,Footwear,Shoes,Casual Shoes,Green,Summer,2012.0,Casual,ADIDAS Men Green Lucent Shoes,Casual Shoes,data/subset/Casual Shoes/46102.jpg
56682,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Men White Chronograph Watch,Watches,data/subset/Watches/56682.jpg
10476,Men,Apparel,Topwear,Shirts,Pink,Fall,2011.0,Casual,Flying Machine Men Ydc Pink Shirts,Shirts,data/subset/Shirts/10476.jpg
26921,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Jealous 21 Women Black Top,Tops,data/subset/Tops/26921.jpg
25612,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women Black Watch,Watches,data/subset/Watches/25612.jpg
30791,Men,Apparel,Topwear,Kurtas,Gold,Summer,2012.0,Ethnic,Fabindia Men Printed Gold Tussar Kurta,Kurtas,data/subset/Kurtas/30791.jpg
36676,Women,Accessories,Bags,Handbags,Red,Summer,2012.0,Casual,Paridhan Women Red Handbag,Handbags,data/subset/Handbags/36676.jpg
5572,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,ADIDAS Men's Coleman Khaki Shoe,Sports Shoes,data/subset/Sports Shoes/5572.jpg
25564,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Fila Men Swift White Sports Shoes,Sports Shoes,data/subset/Sports Shoes/25564.jpg
15862,Unisex,Footwear,Sandal,Sandals,Blue,Fall,2012.0,Casual,Warner Bros Kids Unisex SD Face Sandal Blue Sandals,Sandals,data/subset/Sandals/15862.jpg
2611,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,Carlton London Women Stylish Gold Flats,Heels,data/subset/Heels/2611.jpg
3387,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women With Stitch Black Bag,Handbags,data/subset/Handbags/3387.jpg
35909,Women,Accessories,Bags,Handbags,Yellow,Summer,2012.0,Casual,Peperone Women Yellow Sling Bag,Handbags,data/subset/Handbags/35909.jpg
45151,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Casio Enticer Men Black Analogue Watch MTP-1302L-7BVDF(A490),Watches,data/subset/Watches/45151.jpg
19647,Women,Apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,United Colors of Benetton Women Solid Pink Top,Tops,data/subset/Tops/19647.jpg
51657,Men,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Fossil Men Blue Chronograph Watch CH2694,Watches,data/subset/Watches/51657.jpg
19674,Women,Apparel,Topwear,Tops,Black,Summer,2011.0,Casual,United Colors of Benetton Women Printed Black Top,Tops,data/subset/Tops/19674.jpg
3120,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Probase Men's Freestyler Turquoise T-shirt,Tshirts,data/subset/Tshirts/3120.jpg
19248,Women,Accessories,Watches,Watches,Gold,Winter,2016.0,Casual,Guess Women Mini Rock Candy Gold Watch,Watches,data/subset/Watches/19248.jpg
3252,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2010.0,Sports,Puma Men's Suede Archive Black White Shoe,Sports Shoes,data/subset/Sports Shoes/3252.jpg
9778,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,ADIDAS Men  White Polo Tshirts,Tshirts,data/subset/Tshirts/9778.jpg
29246,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Sports,ADIDAS Men Orlando Blue Jersey,Tshirts,data/subset/Tshirts/29246.jpg
32856,Women,Footwear,Shoes,Heels,Purple,Winter,2012.0,Casual,Grendha Women Kall Ad Purple Flats,Heels,data/subset/Heels/32856.jpg
9720,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Lotto Men Lima Black Sports Shoes,Sports Shoes,data/subset/Sports Shoes/9720.jpg
28747,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Aurelia Women Printed Black Kurta,Kurtas,data/subset/Kurtas/28747.jpg
13867,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Check Red Shirts,Shirts,data/subset/Shirts/13867.jpg
4642,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,ADIDAS Women Adi Monter Low White Green Shoe,Sports Shoes,data/subset/Sports Shoes/4642.jpg
52622,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Mod-acc Women Purple Handbag,Handbags,data/subset/Handbags/52622.jpg
32299,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Q&Q Men White Dial Watch,Watches,data/subset/Watches/32299.jpg
56934,Women,Footwear,Shoes,Heels,Silver,Winter,2012.0,Casual,HM Women Silver Flats,Heels,data/subset/Heels/56934.jpg
19620,Women,Apparel,Topwear,Tops,Olive,Summer,2011.0,Casual,United Colors of Benetton Women Solid Olive Top,Tops,data/subset/Tops/19620.jpg
20016,Women,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,United Colors of Benetton Women Printed Pink Top,Tops,data/subset/Tops/20016.jpg
47294,Women,Accessories,Bags,Handbags,Purple,Summer,2012.0,Casual,Baggit Women Purple Bag,Handbags,data/subset/Handbags/47294.jpg
23287,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Men Ssteele White Dial Watch,Watches,data/subset/Watches/23287.jpg
3627,Men,Footwear,Sandal,Sandals,Black,Summer,2011.0,Casual,Puma Men Argon Black Sandal,Sandals,data/subset/Sandals/3627.jpg
4151,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Nike Men's Air Max Black Green Black Shoe,Sports Shoes,data/subset/Sports Shoes/4151.jpg
29729,Women,Accessories,Bags,Handbags,Green,Summer,2012.0,Casual,Kiara Women Leatherette Green Handbag,Handbags,data/subset/Handbags/29729.jpg
17959,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Puma Women Trinity White Casual Shoe,Casual Shoes,data/subset/Casual Shoes/17959.jpg
10811,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Wrangler Men Rodeo 47 Tab Pkt Red Shirts,Shirts,data/subset/Shirts/10811.jpg
16765,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Spice Art Women Antique Black Potli,Handbags,data/subset/Handbags/16765.jpg
44511,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Coolers Men Black Sandals,Sandals,data/subset/Sandals/44511.jpg
2224,Men,Footwear,Sandal,Sandals,Green,Fall,2010.0,Casual,Puma Men's Trek Olive Green Sandal,Sandals,data/subset/Sandals/2224.jpg
45000,Men,Accessories,Watches,Watches,Grey,Winter,2016.0,Casual,Maxima Men Black Digital Watch,Watches,data/subset/Watches/45000.jpg
42233,Women,Apparel,Topwear,Tops,Blue,Summer,2012.0,Casual,Sepia Women Blue Top,Tops,data/subset/Tops/42233.jpg
27148,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,Mark Taylor Men Striped Grey Shirt,Shirts,data/subset/Shirts/27148.jpg
35648,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,U.S. Polo Assn. Men Brown Sandals,Sandals,data/subset/Sandals/35648.jpg
36297,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,W Women Blue Printed Kurta,Kurtas,data/subset/Kurtas/36297.jpg
6667,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2011.0,Sports,Nike Women's Ballista II Black Silver Shoe,Sports Shoes,data/subset/Sports Shoes/6667.jpg
3688,Men,Footwear,Shoes,Sports Shoes,Navy Blue,Summer,2011.0,Sports,Lotto Men's Bristol II Navy White Shoe,Sports Shoes,data/subset/Sports Shoes/3688.jpg
22702,Women,Footwear,Shoes,Casual Shoes,Beige,Fall,2011.0,Casual,Nike Women Beige Dunk High Casual Shoes,Casual Shoes,data/subset/Casual Shoes/22702.jpg
3404,Women,Accessories,Bags,Handbags,Red,Winter,2015.0,Casual,Murcia Women Red Hobo Handbag,Handbags,data/subset/Handbags/3404.jpg
35428,Women,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,ADIDAS Women Neptune White Sports Shoes,Sports Shoes,data/subset/Sports Shoes/35428.jpg
7704,Women,Apparel,Topwear,Tops,Red,Fall,2011.0,Casual,Jealous 21 Women's She's Got Attitude Red Top,Tops,data/subset/Tops/7704.jpg
5136,Women,Apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,Wrangler Women Yoke Tucks Checks Pink White Top,Tops,data/subset/Tops/5136.jpg
56878,Women,Footwear,Shoes,Heels,Silver,Winter,2012.0,Casual,HM Women Silver Heels,Heels,data/subset/Heels/56878.jpg
38663,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Nike Men Downshifter Black Sports Shoes,Sports Shoes,data/subset/Sports Shoes/38663.jpg
12153,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Aurelia Women Solid Green Kurtas,Kurtas,data/subset/Kurtas/12153.jpg
29945,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Police Men Black Dial Watch PL13088JSB-02,Watches,data/subset/Watches/29945.jpg
35465,Men,Footwear,Shoes,Casual Shoes,Blue,Fall,2012.0,Casual,Franco Leone Men Blue Shoes,Casual Shoes,data/subset/Casual Shoes/35465.jpg
26220,Women,Accessories,Bags,Handbags,Pink,Summer,2012.0,Casual,Hidekraft Women Leather Pink Handbag,Handbags,data/subset/Handbags/26220.jpg
23280,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Maxima Ssteele Men Watch,Watches,data/subset/Watches/23280.jpg
46618,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Catwalk Women Black Sandals,Heels,data/subset/Heels/46618.jpg
1951,Women,Footwear,Shoes,Sports Shoes,Purple,Fall,2011.0,Sports,Puma Women Eco Funky Shoes,Sports Shoes,data/subset/Sports Shoes/1951.jpg
45578,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,Arrow Men Brown Sandals,Sandals,data/subset/Sandals/45578.jpg
47015,Women,Apparel,Topwear,Kurtas,Cream,Fall,2012.0,Ethnic,Shree Women Cream & Fushia  Printed Kurta,Kurtas,data/subset/Kurtas/47015.jpg
34848,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,ADIDAS Men Trx HG Black Sports Shoes,Sports Shoes,data/subset/Sports Shoes/34848.jpg
19089,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,W Women Shaded Blue Kurta,Kurtas,data/subset/Kurtas/19089.jpg
5900,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2011.0,Casual,Puma Men's Basket Team Mesh Grey Shoe,Casual Shoes,data/subset/Casual Shoes/5900.jpg
21532,Women,Accessories,Bags,Handbags,Grey,Winter,2015.0,Casual,Kiara Women Sporty Look Grey Handbag,Handbags,data/subset/Handbags/21532.jpg
24712,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Men Mid Bas Black Casual Shoes,Casual Shoes,data/subset/Casual Shoes/24712.jpg
8889,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Formal,John Miller Men Black Shirt,Shirts,data/subset/Shirts/8889.jpg
24695,Men,Footwear,Sandal,Sandals,Black,Summer,2011.0,Casual,Lotto Men Hermes Black Sandals,Sandals,data/subset/Sandals/24695.jpg
43957,Women,Footwear,Sandal,Sandals,Grey,Fall,2012.0,Casual,Puma Women Grey Techno Ind Sandals,Sandals,data/subset/Sandals/43957.jpg
35647,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,U.S. Polo Assn. Men Brown Sandals,Sandals,data/subset/Sandals/35647.jpg
45371,Women,Footwear,Shoes,Heels,Taupe,Summer,2016.0,Casual,Cobblerz Women Taupe Brown Sandals,Heels,data/subset/Heels/45371.jpg
16034,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Highlander Men Stripes White Shirt,Shirts,data/subset/Shirts/16034.jpg
11813,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011.0,Ethnic,Vishudh Women Pigment Print Pink Kurtas,Kurtas,data/subset/Kurtas/11813.jpg
40552,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Titan Women Silver Dial Watch,Watches,data/subset/Watches/40552.jpg
2673,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Sleek Black Leatherette Hand Bag,Handbags,data/subset/Handbags/2673.jpg
10037,Men,Footwear,Shoes,Sports Shoes,Silver,Fall,2011.0,Sports,Reebok Men Premier ultra 8 U-form Silver Sports Shoes,Sports Shoes,data/subset/Sports Shoes/10037.jpg
28727,Women,Apparel,Topwear,Kurtas,Cream,Summer,2012.0,Ethnic,W Women Printed Cream Kurta,Kurtas,data/subset/Kurtas/28727.jpg
18900,Women,Apparel,Topwear,Tops,Black,Fall,2011.0,Casual,Arrow Woman Igor Black Top,Tops,data/subset/Tops/18900.jpg
27743,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Black Sling bag,Handbags,data/subset/Handbags/27743.jpg
4208,Boys,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Disney Kids Boy's Red Geo Team Kidswear,Tshirts,data/subset/Tshirts/4208.jpg
22051,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,Vishudh Women Printed Blue Kurta,Kurtas,data/subset/Kurtas/22051.jpg
12012,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue Striped Shirts,Shirts,data/subset/Shirts/12012.jpg
39591,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Women Blue Wedges,Heels,data/subset/Heels/39591.jpg
46015,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Fabindia Women White Printed Kurta,Kurtas,data/subset/Kurtas/46015.jpg
24424,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,ADIDAS Men Vanquish 5 White Sports Shoes,Sports Shoes,data/subset/Sports Shoes/24424.jpg
35161,Men,Footwear,Sandal,Sandals,Black,Fall,2012.0,Casual,Coolers Men Black Sandals,Sandals,data/subset/Sandals/35161.jpg
25661,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women Black Dial Watch NA2394SL02,Watches,data/subset/Watches/25661.jpg
24259,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Fall,2012.0,Casual,Numero Uno Men Navy Blue Shoes,Casual Shoes,data/subset/Casual Shoes/24259.jpg
40634,Women,Apparel,Topwear,Kurtas,Red,Summer,2012.0,Ethnic,Span Women Red Kurta,Kurtas,data/subset/Kurtas/40634.jpg
31643,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Indigo Nation Men Purple Shirt,Shirts,data/subset/Shirts/31643.jpg
11672,Men,Apparel,Topwear,Shirts,Yellow,Fall,2011.0,Casual,Lee Men Check Yellow Shirts,Shirts,data/subset/Shirts/11672.jpg
18497,Men,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Puma Men Future Cat Black Slipper,Sandals,data/subset/Sandals/18497.jpg
1546,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010.0,Casual,Puma Men's Furore White Shoe,Casual Shoes,data/subset/Casual Shoes/1546.jpg
4780,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Sports,ADIDAS Women's Balance Pink T-shirt,Tshirts,data/subset/Tshirts/4780.jpg
11917,Men,Footwear,Sandal,Sandals,Brown,Summer,2011.0,Casual,Franco Leone Men Casual Brown Sandals,Sandals,data/subset/Sandals/11917.jpg
29411,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Giordano Men White Dial Watch,Watches,data/subset/Watches/29411.jpg
41435,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012.0,Sports,Lee Cooper Men White Sports Shoes,Sports Shoes,data/subset/Sports Shoes/41435.jpg
9019,Men,Footwear,Sandal,Sandals,Brown,Winter,2011.0,Casual,Buckaroo Men Mar Brown Sandals,Sandals,data/subset/Sandals/9019.jpg
37272,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Tantra Men Black Angry Anna T-shirt,Tshirts,data/subset/Tshirts/37272.jpg
10198,Women,Accessories,Bags,Handbags,Beige,Winter,2015.0,Casual,Murcia Women Hddcs Beige Handbags,Handbags,data/subset/Handbags/10198.jpg
43545,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,Woodland Men Brown Sandals,Sandals,data/subset/Sandals/43545.jpg
26546,Men,Footwear,Sandal,Sandals,Black,Fall,2012.0,Casual,ID Men Black & Red Sandals,Sandals,data/subset/Sandals/26546.jpg
24547,Women,Apparel,Topwear,Tops,Blue,Fall,2011.0,Ethnic,Mother Earth Women Blue Top,Tops,data/subset/Tops/24547.jpg
28710,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,W Women Printed Multi Coloured Kurta,Kurtas,data/subset/Kurtas/28710.jpg
59941,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Spring,2013.0,Casual,Vans Men Navy Blue Casual Shoes,Casual Shoes,data/subset/Casual Shoes/59941.jpg
26683,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Puma Men Silly Point White Sports Shoes,Sports Shoes,data/subset/Sports Shoes/26683.jpg
32768,Men,Apparel,Topwear,Tshirts,Grey,Spring,2013.0,Casual,Music Men Printed Grey T-shirt,Tshirts,data/subset/Tshirts/32768.jpg
54647,Men,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Fastrack Men Black Dial Watch,Watches,data/subset/Watches/54647.jpg
53943,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Kiara Women Brown Handbag,Handbags,data/subset/Handbags/53943.jpg
32496,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012.0,Casual,Converse Men CT AS 08 3D HI Blue Shoes,Casual Shoes,data/subset/Casual Shoes/32496.jpg
41785,Women,Apparel,Topwear,Tops,Purple,Summer,2012.0,Casual,Remanika Women Purple Top,Tops,data/subset/Tops/41785.jpg
43304,Women,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,United Colors of Benetton Women White Shirt,Shirts,data/subset/Shirts/43304.jpg
54829,Women,Accessories,Bags,Handbags,Brown,Winter,2012.0,Casual,Ivory Tag Women Brown Sling Bag,Handbags,data/subset/Handbags/54829.jpg
16973,Men,Footwear,Sandal,Sandals,Olive,Fall,2011.0,Casual,Puma Men Cooper Black Sandal,Sandals,data/subset/Sandals/16973.jpg
25720,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Wrangler Women Black Canvas Sling Bag,Handbags,data/subset/Handbags/25720.jpg
28689,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Casual,W Women Black Tunic,Kurtas,data/subset/Kurtas/28689.jpg
21079,Men,Footwear,Shoes,Casual Shoes,Brown,Spring,2012.0,Casual,Clarks Men Supa Step Brown Casual Shoe,Casual Shoes,data/subset/Casual Shoes/21079.jpg
17697,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011.0,Casual,Vans Men Bali Grey Casual Shoes,Casual Shoes,data/subset/Casual Shoes/17697.jpg
14429,Women,Footwear,Shoes,Heels,Black,Summer,2012.0,Casual,Enroute Women Casual Black Heels,Heels,data/subset/Heels/14429.jpg
52766,Women,Accessories,Bags,Handbags,Black,Fall,2012.0,Casual,Fiorelli Women Black Leather Handbag,Handbags,data/subset/Handbags/52766.jpg
24455,Women,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Casual,Nike Women Court Majestic White Shoes,Sports Shoes,data/subset/Sports Shoes/24455.jpg
6320,Men,Apparel,Topwear,Shirts,Grey,Summer,2011.0,Casual,UCB Men Small Checks Yellow Shirt,Shirts,data/subset/Shirts/6320.jpg
22888,Men,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,Woodland Men Brown Casual Sandals,Sandals,data/subset/Sandals/22888.jpg
49516,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Police Men Sliver-Toned Dial Watch PL12897JS-04M,Watches,data/subset/Watches/49516.jpg
9072,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Mark Taylor Men Solid White Shirts,Shirts,data/subset/Shirts/9072.jpg
57524,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Casual,Provogue Men Black Casual Shoes,Casual Shoes,data/subset/Casual Shoes/57524.jpg
40569,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,W Women White Kurta,Kurtas,data/subset/Kurtas/40569.jpg
14358,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Casual Brown Heels,Heels,data/subset/Heels/14358.jpg
14663,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Basics Men Navy Blue Slim Fit Checked Shirt,Shirts,data/subset/Shirts/14663.jpg
40534,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Titan Women Silver Dial Watch,Watches,data/subset/Watches/40534.jpg
17848,Women,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Flying Machine Women Mind Your White Tshirt,Tshirts,data/subset/Tshirts/17848.jpg
17047,Men,Footwear,Sandal,Sandals,Brown,Spring,2013.0,Casual,Gas Men Santa Monica Slipper,Sandals,data/subset/Sandals/17047.jpg
8172,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Women Slim Casual Beige Wedges,Heels,data/subset/Heels/8172.jpg
3729,Unisex,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Mumbai Indians Kids Match Jersey,Tshirts,data/subset/Tshirts/3729.jpg
7365,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Tape Men's Black Casual Shoe,Casual Shoes,data/subset/Casual Shoes/7365.jpg
35545,Girls,Footwear,Sandal,Sandals,Brown,Summer,2012.0,Casual,Enroute Teens Brown Sandals,Sandals,data/subset/Sandals/35545.jpg
12720,Unisex,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,ADIDAS Unisex Casual Black Sandals,Sandals,data/subset/Sandals/12720.jpg
11934,Men,Footwear,Sandal,Sandals,Black,Summer,2012.0,Casual,Ganuchi Men Casual Black Sandals,Sandals,data/subset/Sandals/11934.jpg
27101,Women,Apparel,Topwear,Kurtas,Yellow,Summer,2012.0,Ethnic,Aneri Women Madhuri Yellow Kurta,Kurtas,data/subset/Kurtas/27101.jpg
41736,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,Catwalk Women Golden Heels,Heels,data/subset/Heels/41736.jpg
3583,Men,Footwear,Sandal,Sandals,Blue,Summer,2011.0,Casual,ADIDAS Men's Blue White Flip Flop,Sandals,data/subset/Sandals/3583.jpg
